Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN PROFESSOR IVO CORSEUIL,43107117,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R MARIO ANTUNES DA CUNHA 195, 195 PETROPOLIS. 90690-400 Porto Alegre - RS.",(51) 33346216,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-30.04279,-51.17687
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS MED PROFESSOR SARMENTO LEITE,43107125,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R EUGENIO DU PASQUIER 280, 280 CRISTO REDENTOR. 91040-350 Porto Alegre - RS.",(51) 33779874,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-30.00597,-51.16242
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN PROFESSORA VIOLETA MAGALHAES,43107133,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R ESTRADA VILA MARIA 415, 415 CAVALHADA. 91920-370 Porto Alegre - RS.",(51) 32410500,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-30.11093,-51.23243
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN PROFESSORES LANGENDONCK,43107141,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R JACUNDA 365, 365 GUARUJA. 91770-430 Porto Alegre - RS.",(51) 40616686,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-30.15579,-51.22038
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN RAFAEL PINTO BANDEIRA,43107150,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R CORONEL CLAUDINO 254, 254 CRISTAL. 91910-670 Porto Alegre - RS.",(51) 32410047,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-30.09593,-51.24316
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN RIO DE JANEIRO,43107168,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R GEN LIMA E SILVA 400, 400 CIDADE BAIXA. 90050-100 Porto Alegre - RS.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-30.03681,-51.2227
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS MED ROQUE GONZALES,43107184,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"AV CAVALHADA 2433, 2433 CAVALHADA. 91740-001 Porto Alegre - RS.",(51) 32495727,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-30.09793,-51.23222
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN WILLIAM RICHARD SCHISLER,43107192,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R VISCONDE DO HERVAL 970, 970 MENINO DEUS. 90130-150 Porto Alegre - RS.",(51) 32337511,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-30.05359,-51.21874
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN SANTA RITA DE CASSIA,43107206,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R SILVEIRO 1640, 1640 MORRO STA TEREZA. 90850-000 Porto Alegre - RS.",(51) 995475921,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-30.0745,-51.23029
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS MED SANTA ROSA,43107214,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"AV AVENIDA BERNARDINO DE OLIVEIRA 665, 665 SANTA ROSA DE LIMA. 91160-300 Porto Alegre - RS.",,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-29.99646,-51.10037
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN SAO CAETANO,43107222,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"ETR SAO CAETANO 1600, 1600 LAMI. 91787-740 Porto Alegre - RS.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN SOLIMOES,43107230,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"ETR ESTRADA DAS QUIRINAS SN 10, SN 10. LOMBA DO PINHEIRO. 91796-690 Porto Alegre - RS.",(51) 33761476,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN TENENTE CORONEL TRAVASSOS ALVES,43107257,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R CHACARA DOS BOMBEIROS,S/N 0000, 0000 PARTENON. 91510-283 Porto Alegre - RS.",,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-30.07814,-51.1701
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN URUGUAI,43107265,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"PRQ PARQUE MOINHOS DE VENTO 200, 200 MOINHOS DE VENTO. 90440-030 Porto Alegre - RS.",(51) 33322253,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-30.02790893,-51.19884653
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN VENEZUELA,43107273,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"AV NITEROI ESQUINA TRAV VIAMAO SN, SN MEDIANEIRA. 90880-270 Porto Alegre - RS.",(51) 32231128,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN VERA CRUZ,43107281,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R DONA LUIZA ROCCO 155, 155 GLORIA. 90870-050 Porto Alegre - RS.",(51) 33363043,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-30.07359,-51.20397
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN ALDO LOCATELLI,43107290,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R RUA THOMAZ FRANCISCO DE JESUS SN, SN JARDIM CARVALHO. 91430-750 Porto Alegre - RS.",(51) 33814599,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-30.04887,-51.14605
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN DANILO ANTONIO ZAFFARI,43107303,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R GENERAL MARCOS KRUCHIN 291, 291 FARRAPOS. 90245-250 Porto Alegre - RS.",,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-29.9858,-51.19507
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN ITAMARATI,43107311,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"AV ENGENHEIRO FRANCISCO RODOLFO S 617, 617 SARANDI. 91130-210 Porto Alegre - RS.",(51) 991304127,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-30.00711,-51.1296
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS MED JOSE DO PATROCINIO,43107320,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"AV BELIZE 261, 261 RESTINGA. 91790-080 Porto Alegre - RS.",(51) 33252653,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-30.15785,-51.13998
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN SANTA LUZIA,43107338,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R DELFINO RIET 525, 525 SANTO ANTONIO. 90660-120 Porto Alegre - RS.",(51) 32192499,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-30.06239,-51.2013
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN VISCONDE DE PELOTAS,43107346,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R ARTUR ROCHA 200, 200 MONT SERRAT. 90450-170 Porto Alegre - RS.",(51) 33321238,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-30.02511,-51.18854
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS MED VISCONDE DO RIO GRANDE,43107354,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"PCA ARATIBA SN, SN CAVALHADA. 91740-170 Porto Alegre - RS.",(51) 32428094,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-30.10233,-51.22894
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO MARISTA ASSUNCAO,43107362,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOM BOSCO, 103 GLORIA. 90680-580 Porto Alegre - RS.",(51) 30862100,Privada,Filantrópica,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-30.07521,-51.20276
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO SALESIANO DOM BOSCO,43107370,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOUTOR EDUARDO CHARTIER, 360 PASSO DA AREIA. 90520-100 Porto Alegre - RS.",(51) 33379833,Privada,Particular,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio, Educação Profissional",,-30.0119125,-51.1801432
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO VICENTINO SANTA CECILIA,43107389,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA FELIPE DE OLIVEIRA, 448 PETROPOLIS. 90630-000 Porto Alegre - RS.",(51) 33161000,Privada,Filantrópica,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-30.04304,-51.1971
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC DE EDUC BASICA DON LUIS GUANELLA,43107397,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA BENNO MENTZ, 1560 VILA IPIRANGA. 91370-020 Porto Alegre - RS.",(51) 33489733,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-30.02388985,-51.14640312
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC DE ENSINO FUNDAMENTAL MAE ADMIRAVEL,43107400,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"PRACA CONEGO MARCELINO, 107 CIDADE BAIXA. 90050-280 Porto Alegre - RS.",(51) 32218347,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-30.0422904,-51.22657824
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO MAE DE DEUS,43107419,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOUTOR MARIO TOTTA, 1232 TRISTEZA. 91920-130 Porto Alegre - RS.",(51) 32685525,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-30.11222,-51.24826
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA FUNDAMENTAL SAO FRANCISCO MENINO DEUS,43107427,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"PRACA MENINO DEUS, 77 MENINO DEUS. 90850-180 Porto Alegre - RS.",(51) 32331424,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-30.06148,-51.22352
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ROMANO SANTA MARTA,43107435,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MARCILIO DIAS, 1201 AZENHA. 90130-001 Porto Alegre - RS.",(51) 32192709,Privada,Filantrópica,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-30.05019,-51.21737
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC DE ENS FUND LA SALLE PAO DOS POBRES,43107443,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DA REPUBLICA, 801 ESCOLA. CIDADE BAIXA. 90050-321 Porto Alegre - RS.",(51) 32283222,Privada,Filantrópica,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-30.04063,-51.22693
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO SAO FRANCISCO SANTA FAMILIA,43107451,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA PARA, 833 NAVEGANTES. 90240-591 Porto Alegre - RS.",(51) 33429797,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-30.00939,-51.19943
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN DECIO MARTINS COSTA,43107478,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R DOMINGOS DE ABREU 967, 967 SARANDI. 91120-090 Porto Alegre - RS.",(51) 32410303,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-29.98212,-51.13466
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST ENS FUN SAO FRANCISCO DE ASSIS,43107486,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"AV PRINCESA ISABEL 1160, 1160 SANTANA. 90620-000 Porto Alegre - RS.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-30.04408,-51.20119
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE ENSINO MEDIO PASTOR DOHMS-UNIDADE DE ENSINO HIGIENOPOLIS,43107494,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA AMERICO VESPUCIO, 483 HIGIENOPOLIS. 90550-031 Porto Alegre - RS.",(51) 33573300,Privada,Particular,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-30.01213,-51.18677
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EMEF GOV ILDO MENEGHETTI,43107508,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R JAYME CYRINO MACHADO DE OLIVEIRA, 250 SANTA ROSA DE LIMA. 91160-060 Porto Alegre - RS.",(51) 32895930,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-29.9935218,-51.1053264
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL METODISTA AMERICANO,43107524,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOUTOR LAURO DE OLIVEIRA, 71 RIO BRANCO. 90420-210 Porto Alegre - RS.",(51) 33161159,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-30.03629,-51.20051
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO SANTA LUZIA,43107559,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA DA CAVALHADA, 3999 CAVALHADA. 91740-001 Porto Alegre - RS.",(51) 32491299,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-30.112,-51.22794
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO LUTERANO DA PAZ,43107567,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA ALCIDES S. SEVERIANO, 100 SARANDI. 91130-500 Porto Alegre - RS.",(51) 33644908,Privada,Confessional,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-29.99585,-51.12572
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO JOAO XXIII,43107575,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA SEPE TIARAJU, 1013 SANTA TEREZA. 90840-327 Porto Alegre - RS.",(51) 32355000,Privada,Filantrópica,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-30.07623,-51.21484
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INST EST EDUC GENERAL FLORES DA CUNHA,43107583,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"AV OSVALDO ARANHA, 527 FARROUPILHA. 90040-060 Porto Alegre - RS.",(51) 32884789,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-30.03319,-51.21719
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC TEC JOSE CESAR DE MESQUITA,43107591,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA DO FORTE, 77 CRISTO REDENTOR. 91360-000 Porto Alegre - RS.",(51) 30223383,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Profissional,,-30.0117946,-51.1536127
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL KENNEDY,43107605,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AV ALCIDES SEVERIANO, 99 SARANDI. 91130-500 Porto Alegre - RS.",(51) 33641142,Privada,Filantrópica,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-29.9955,-51.12594
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO SAO FRANCISCO PALLOTTI,43107613,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA TUPI, 212 91030-520. PASSO DA AREIA. 91030-520 Porto Alegre - RS.",(51) 33413055,Privada,Filantrópica,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-30.01019748,-51.16915416
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL MEU CANTINHO,43107656,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA CLEMENCIANO BARNASQUE, 200 TERESOPOLIS. 91720-260 Porto Alegre - RS.",(51) 33368542,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.08583,-51.20717
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EMEI JP CANTINHO AMIGO,43107672,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA GARIBALDI, 0 AZENHA. 90050-020 Porto Alegre - RS.",(51) 32895950,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0444286,-51.2194199
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EMEI JP CIRANDINHA,43107680,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA VINTE E QUATRO DE OUTUBRO, 211 INDEPENDENCIA. 90510-002 Porto Alegre - RS.",(51) 32895988,Municipal,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.0277365,-51.2051754
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EMEI JP GIRAFINHA,43107699,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"PCA JAYME TELLES, 1 SANTANA. 90650-100 Porto Alegre - RS.",(51) 32895924,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0520634,-51.2050971
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EMEI JP MEU AMIGUINHO,43107702,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R SAO CARLOS, 636 PCA BART DE GUSMAO. FLORESTA. 90220-121 Porto Alegre - RS.",(51) 32895986,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0209067,-51.2104383
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EMEI JP PASSARINHO DOURADO,43107710,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"AV GUIDO MONDIN, 970 PRACA SAO GERALDO. SAO GERALDO. 90230-260 Porto Alegre - RS.",(51) 32895920,Municipal,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.0114826,-51.1960358
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EMEI JP PICA-PAU AMARELO,43107729,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"PCA GEN OSORIO, 1 CENTRO HISTORICO. 90010-520 Porto Alegre - RS.",(51) 32895996,Municipal,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.0347851,-51.2367028
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA INFANTIL GATO DE BOTAS E PEQUENO POLEGAR,43107753,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA DELMAR ROCHA BARBOSA, 483 RUBEM BERTA. 91180-490 Porto Alegre - RS.",,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.0109409,-51.1359147
